wn_synset,wn_definition,wn_ili,wn_members,wn_wd_qid,wn_qid_candidate,qid_count_original,wd_label,wd_parent,wd_description
12968304-n,common North American shrub with reddish purple twigs and white flowers,i104796,red osier|red osier dogwood|red dogwood|American dogwood|redbrush|Cornus stolonifera,Q93392546|Q50831688,Q50831688,2,Cornus stolonifera,Cornus,species of plant
12376912-n,widely cultivated tropical plant of India having yellow flowers and a large aromatic deep yellow rhizome; source of a condiment and a yellow dye,i101965,turmeric|Curcuma longa|Curcuma domestica,Q42562|Q50832769,Q50832769,2,Curcuma domestica,Curcuma,species of plant
12357244-n,small to medium-sized tree of Australia and Tasmania having smooth white to light-grey bark shedding in patches or strips,i101864,snow gum|ghost gum|white ash|Eucalyptus coriacea|Eucalyptus pauciflora,Q2165298|Q50835432,Q50835432,2,Eucalyptus coriacea,Eucalyptus,species of plant
11916988-n,Eurasian mustard cultivated for its pungent seeds; a source of table mustard and mustard oil,i99767,white mustard|Brassica hirta|Sinapis alba,Q146202|Q50838947,Q50838947,2,Brassica hirta,Brassica,species of plant
12668654-n,small shrubby North American wild cherry with small bright red acid fruit,i103341,pin cherry|Prunus pensylvanica,Q50839473|Q2707920,Q50839473,2,Cerasus pensylvanica,Cerasus,species of plant
12144258-n,European annual grass often found as a weed in waste ground especially along roadsides and hedgerows,i100863,barley grass|wall barley|Hordeum murinum,Q50840504|Q161674,Q50840504,2,Critesion murinum,Critesion,species of plant
12688892-n,handsome shrub with showy orange to scarlet or crimson flowers; Florida and West Indies to Mexico and Brazil,i103441,scarlet bush|scarlet hamelia|coloradillo|Hamelia patens|Hamelia erecta,Q4919655|Q50842199,Q50842199,2,Hamelia erecta,Hamelia,species of plant
12870712-n,aromatic Mediterranean shrub widely cultivated for its lilac flowers which are dried and used in sachets,i104322,English lavender|Lavandula angustifolia|Lavandula officinalis,Q42081|Q50844455,Q50844455,2,Lavandula officinalis,Lavandula,species of plant
12724801-n,South American wood sorrel cultivated for its edible tubers,i103618,oca|oka|Oxalis tuberosa|Oxalis crenata,Q1355893|Q50846934,Q50846934,2,Oxalis crenata,Oxalis,species of plant
12365000-n,a coarse biennial of eastern North America with yellow flowers that open in the evening; naturalized in Europe,i101905,common evening primrose|German rampion|Oenothera biennis,Q50849869|Q157353,Q50849869,2,Onagra biennis,Onagra,species of plant
12296994-n,deciduous European oak valued for its tough elastic wood,i101569,durmast|Quercus petraea|Quercus sessiliflora,Q158608|Q50852450,Q50852450,2,Quercus sessiliflora,,species of plant
12266402-n,trailing red-fruited plant,i101424,American cranberry|large cranberry|Vaccinium macrocarpon,Q50852926|Q149397,Q50852926,2,Oxycoccus macrocarpos,Oxycoccus,species of plant
12651402-n,Europe,i103256,wild strawberry|wood strawberry|Fragaria vesca,Q50857565|Q146684,Q50857565,2,Potentilla vesca,,species of plant
11860536-n,California four o'clock with purple-red flowers,i99502,California four o'clock|Mirabilis laevis|Mirabilis californica,Q50859393|Q95945753|Q4295494,Q50859393,3,Oxybaphus californicus,Oxybaphus,species of plant
12853909-n,tropical African plant cultivated as a houseplant for its violet or white or pink flowers,i104241,African violet|Saintpaulia ionantha,Q50870323|Q165406,Q50870323,2,Streptocarpus ionanthus,Streptocarpus,species of plant
12199011-n,erect forest tree of Cuba and Jamaica having variably hairy leaves and orange-yellow or orange-red flowers; yields a moderately dense timber for cabinetwork and gunstocks,i101134,Cuban bast|blue mahoe|mahoe|majagua|mahagua|Hibiscus elatus,Q50875360|Q2716624,Q50875360,2,Talipariti elatum,Talipariti,species of plant
11839105-n,European annual with pale rose-colored flowers; cultivated flower or self-sown grainfield weed; introduced in North America; sometimes classified as a soapwort,i99398,cowherb|cow cockle|Vaccaria hispanica|Vaccaria pyramidata|Saponaria vaccaria,Q94409869|Q50877763,Q50877763,2,Vaccaria pyramidata,Vaccaria,species of plant
12735709-n,small deciduous aromatic shrub (or tree) having spiny branches and yellowish flowers; eastern North America,i103669,toothache tree|sea ash|Zanthoxylum americanum|Zanthoxylum fraxineum,Q3079244|Q50881685,Q50881685,2,Zanthoxylum fraxineum,Zanthoxylum,species of plant
11786037-n,thorny deep-rooted drought-resistant shrub native to southwestern United States and Mexico bearing pods rich in sugar and important as livestock feed; tends to form extensive thickets,i99144,honey mesquite|Western honey mesquite|Prosopis glandulosa,Q50890820|Q3013277,Q50890820,2,Prosopis juliflora var. glandulosa,Prosopis juliflora,variety of plant
11778122-n,evergreen Australasian tree having white or silvery bark and young leaves and yellow flowers,i99107,silver wattle|mimosa|Acacia dealbata,Q50892032|Q757123,Q50892032,2,Acacia decurrens var. dealbata,Acacia decurrens,variety of plant
13230027-n,small tufted fern of northwestern America,i106060,lace fern|Cheilanthes gracillima,Q15610965|Q5089650,Q5089650,2,Cheilanthes gracillima,Cheilanthes,species of plant
11736510-n,blue Egyptian lotus: held sacred by the Egyptians,i98906,blue lotus|Nymphaea caerulea,Q50897106|Q148880,Q50897106,2,Nymphaea nouchali var. caerulea,Nymphaea nouchali,variety of plant
12785267-n,deciduous shrub of California with unpleasantly scented usually trifoliate leaves and edible fruit,i103909,squawbush|squaw-bush|skunkbush|Rhus trilobata,Q50908404|Q7155056,Q50908404,2,Rhus aromatica var. trilobata,Rhus aromatica,variety of plant
12663725-n,Mexican black cherry tree having edible fruit,i103316,capulin|capulin tree|Prunus capuli,Q50913540|Q39779922,Q50913540,2,Prunus serotina subsp. capuli,Prunus serotina,subspecies of plant
11844225-n,tall showy tropical American annual having hairy stems and long spikes of usually red flowers above leaves deeply flushed with purple; seeds often used as cereal,i99422,prince's-feather|gentleman's-cane|prince's-plume|red amaranth|purple amaranth|Amaranthus cruentus|Amaranthus hybridus hypochondriacus|Amaranthus hybridus erythrostachys,Q50914214|Q159191,Q50914214,2,Amaranthus hybridus subsp. cruentus,Amaranthus hybridus,subspecies of plant
11900191-n,Eurasian plant cultivated for its seed and as a forage crop,i99683,rape|colza|Brassica napus,Q50914900|Q177932,Q50914900,2,Brassica campestris subsp. napus,Brassica campestris,subspecies of plant
12918253-n,annual native to South America having underground stolons bearing edible starchy tubers; widely cultivated as a garden vegetable; vines are poisonous,i104549,potato|white potato|white potato vine|Solanum tuberosum,Q50921950|Q10998,Q50921950,2,Solanum tuberosum subsp. chiloense,potato,
11887175-n,plant of western North America having trifoliate leaves and white or pink spider-shaped flowers; sometimes used as an ornamental,i99625,Rocky Mountain bee plant|stinking clover|Cleome serrulata,Q19849781|Q5131677,Q5131677,2,Cleome serrulata,Cleome,species of plant
12647639-n,common shrub or small tree of the eastern United States having few thorns and white flowers in corymbs followed by bright orange-red berries,i103238,scarlet haw|Crataegus biltmoreana,Q92527415|Q5182549,Q5182549,2,Crataegus biltmoreana,,species of plant
12741114-n,a climber having flowers that are the color of canaries,i103694,canarybird flower|canarybird vine|canary creeper|Tropaeolum peregrinum,Q15603773|Q5477895,Q5477895,2,Tropaeolum peregrinum,Tropaeolum,species of plant
11746290-n,European anemone with solitary white flowers common in deciduous woodlands,i98954,wood anemone|Anemone nemorosa,Q55813553|Q161056,Q55813553,2,Anemonoides nemorosa,Anemonoides,species of plant
13203236-n,a spleenwort of eastern North America,i105927,mountain spleenwort|Asplenium montanum,Q55834740|Q4808134,Q55834740,2,Chamaefilix montana,Chamaefilix,species of plant
12397257-n,small heathlike plant covered with white down growing on beaches in northeastern North America,i102059,beach heather|poverty grass|Hudsonia tomentosa,Q55869003|Q3142179,Q55869003,2,Hudsonia ericoides subsp. tomentosa,Hudsonia ericoides,subspecies of plant
12151454-n,"tall North American reed having relative wide leaves and large plumelike panicles; widely distributed in moist areas; used for mats, screens and arrow shafts",i100902,ditch reed|common reed|carrizo|Phragmites communis,Q55934019|Q65945348,Q55934019,2,Phragmites australis subsp. pseudodonax,Phragmites australis,subspecies of plant
12396757-n,woody yellow-flowered perennial of southeastern United States,i102056,rush rose|Helianthemum scoparium,Q17570180|Q5704829,Q5704829,2,Helianthemum scoparium,Helianthemum,species of plant
12392750-n,large evergreen shrub or small tree having white aromatic bark and leathery leaves and small purple to red flowers in terminal cymes,i102038,wild cinnamon|white cinnamon tree|Canella winterana|Canella alba,Q2706419|Q5747460,Q5747460,2,Canella alba,Canella,species of plant
02124460-n,any domesticated member of the genus Felis,i46594,domestic cat|house cat|Felis domesticus|Felis catus,Q57818409|Q20980826,Q57818409,2,Felis silvestris catus,European wildcat,subspecies of mammal
11822360-n,birthwort of the eastern United States woodlands,i99316,Virginia snakeroot|Virginia serpentaria|Virginia serpentary|Aristolochia serpentaria,Q58380413|Q4791037,Q58380413,2,Endodeca serpentaria,Endodeca,
12183973-n,"bryony having fleshy roots pale green flowers and very small red berries; found in Europe, North Africa, western Asia",i101065,red bryony|wild hop|Bryonia dioica,Q58611551|Q163815,Q58611551,2,Bryonia cretica subsp. dioica,Bryonia cretica,subspecies of plant
12810737-n,woody climber of southeastern United States having white flowers in compound terminal clusters,i104035,decumary|Decumaria barbata|Decumaria barbara,Q58763080|Q15337547,Q58763080,2,Hydrangea barbara,Hydrangea,author:(L.) Bernd Schulz|rank:species
11741360-n,plant of ponds and slow streams having submerged and floating leaves and white flowers; Europe and North America,i98928,water crowfoot|water buttercup|Ranunculus aquatilis,Q58814094|Q162818,Q58814094,2,Batrachium aquatile,Batrachium,species of plant
13092131-n,a fungus with a white convex cap and arcuate white gills and a stalk that tapers toward the base,i105407,Hygrophorus borealis,Q21159506|Q59489281,Q59489281,2,Hygrophorus borealis,Hygrophorus,species of fungus
13025400-n,a mildly poisonous fungus with a fruiting body shaped like a hollow trumpet,i105082,floccose chanterelle|Cantharellus floccosus,Q2031545|Q59511989,Q59511989,2,Cantharellus floccosus,Cantharellus,species of fungus
13069692-n,a dingy yellow brown fungus with a rough stalk that superficially resembles a bolete,i105300,Gastroboletus scabrosus,Q10503330|Q59518784,Q59518784,2,Gastroboletus scabrosus,Gastroboletus,species of fungus
13042627-n,an edible white agaric that fruits in dense clusters; the gills are narrow and crowded and the stalk is fleshy and unpolished,i105171,Clitocybe subconnexa,Q10557728|Q59534250,Q59534250,2,Clitocybe subconnexa,Clitocybe,species of fungus
13035341-n,an agaric with a relatively small pink to red cap and white gills and stalk,i105133,Lepiota rubrotincta,Q19059353|Q59537348,Q59537348,2,Lepiota rubrotincta,Lepiota,species of fungus
12985680-n,fungus causing Dutch elm disease,i104893,Dutch elm fungus|Ceratostomella ulmi,Q2324137|Q59546811,Q59546811,2,Ceratostomella ulmi,Ceratostomella,species of fungus
13036269-n,fungus causing pink disease in citrus and coffee and rubber trees etc,i105138,pink disease fungus|Corticium salmonicolor,Q7982506|Q59548727,Q59548727,2,Corticium salmonicolor,Corticium,species of fungus
11998129-n,stout perennial herb of western United States having flower heads with drooping orange-yellow rays; causes spewing sickness in sheep,i100168,orange sneezeweed|owlclaws|Helenium hoopesii,Q5956675|Q38742382,Q5956675,2,Hymenoxys hoopesii,Hymenoxys,species of plant
02579672-n,"fish of western Atlantic and Gulf of Mexico, also known as the coolihoo (Caranx bartholomaei)",i49233,yellow jack|Caranx bartholomaei,Q1995094|Q60594032,Q60594032,2,Caranx bartholomaei,Caranx,species of fish
11644266-n,cedar of Lebanon and northwestern Syria that attains great age and height,i98459,cedar of Lebanon|Cedrus libani,Q93301790|Q61105,Q61105,2,Cedrus libani,Cedrus,species of plant
13024282-n,yellowish edible agaric that usually turns red when touched,i105075,blushing mushroom|blusher|Amanita rubescens,Q108559035|Q623485,Q623485,2,Amanita rubescens,Amanita,species of fungus
01946759-n,a large variety of conch,i45551,giant conch|Strombus gigas|Lobatus gigas,Q62603|Q23747451,Q62603,2,Lobatus gigas,Lobatus,species of mollusc
11735899-n,a water lily having large leaves and showy fragrant flowers that float on the water; of temperate and tropical regions,i98903,water nymph|fragrant water lily|pond lily|Nymphaea odorata,Q87635472|Q635853,Q635853,2,Nymphaea odorata,Nymphaea,aquatic plant belonging to the genus Nymphaea
11849273-n,rank-smelling tropical American pigweed,i99445,American wormseed|Mexican tea|Spanish tea|wormseed|Chenopodium ambrosioides,Q640032|Q15251066,Q640032,2,Dysphania ambrosioides,Dysphania sect. Adenois,species of plant
12657884-n,"low-growing perennial having leaves silvery beneath; northern United States, Europe, Asia",i103288,silverweed|goose-tansy|goose grass|Potentilla anserina,Q64061702|Q157815,Q64061702,2,Argentina anserina,Argentina,species of plant
12500961-n,a tuberous Mexican herb having grasslike leaves and cultivated for its spikes of highly fragrant lily-like waxy white flowers,i102545,tuberose|Polianthes tuberosa,Q64402156|Q17270998,Q64402156,2,Agave tuberosa,Agave,
12139907-n,stout perennial grass of western North America,i100838,giant ryegrass|Elymus condensatus|Leymus condensatus,Q6538092|Q32856001,Q6538092,2,Leymus condensatus,Leymus,species of plant
12876470-n,mint with leaves having perfume like that of the bergamot orange,i104352,bergamot mint|lemon mint|eau de cologne mint|Mentha citrata,Q65556563|Q2607185,Q65556563,2,Mentha aquatica var. citrata,Mentha aquatica,Variety of plant in the family Lamiaceae
11971346-n,shrubby annual of the Mediterranean region with yellowish-white flowers,i100033,crown daisy|Chrysanthemum coronarium,Q6585129|Q15627835,Q6585129,2,Glebionis coronaria,Glebionis,species of the genus Glebionis
12069006-n,orchid with reddish linear leaves and panicle of purple-marked pale-yellow flowers with deep red or purple lip; southwestern Australia,i100495,zebra orchid|Caladenia cairnsiana,Q65932938|Q9673398,Q65932938,2,Calonemorchis cairnsiana,Calonemorchis,
11667145-n,Australian conifer bearing two-inch seeds tasting like roasted chestnuts; among the aborigines the tree is hereditary property protected by law,i98572,bunya bunya|bunya bunya tree|Araucaria bidwillii,Q65934672|Q782275,Q65934672,2,Columbea bidwillii,Columbea,
12549054-n,small South American spiny tree with dark crimson and scarlet flowers solitary or clustered,i102760,ceibo|crybaby tree|cry-baby tree|common coral tree|Erythrina crista-galli,Q65934939|Q162849,Q65934939,2,Corallodendron crista-galli,Corallodendron,species of plant
12549725-n,prickly Australian coral tree having soft spongy wood,i102763,cork tree|Erythrina vespertilio,Q65934946|Q5396436,Q65934946,2,Corallodendron vespertilio,Corallodendron,species of plant
12501963-n,stemless plant having narrow rigid leaves often cultivated as a houseplant,i102550,mother-in-law's tongue|snake plant|Sansevieria trifasciata,Q65936984|Q5859273,Q65936984,2,Dracaena trifasciata,Dracaena,species of plant
12238368-n,tall shrub with cylindrical racemes of red flowers and pinnatifid leaves silky and grey beneath; eastern Australia,i101289,red-flowered silky oak|Grevillea banksii,Q65939934|Q138429,Q65939934,2,Hakea banksii,Hakea,species of plant
12238791-n,medium to tall fast-growing tree with orange flowers and feathery bipinnate leaves silky-hairy beneath; eastern Australia,i101291,silky oak|Grevillea robusta,Q65940436|Q1989614,Q65940436,2,Hakea robusta,Hakea,species of plant
12239007-n,tree yielding hard heavy reddish wood,i101292,beefwood|Grevillea striata,Q65940485|Q954138,Q65940485,2,Hakea striata,Hakea,species of plant
12274352-n,small shrub of southern and western Australia having pinkish to rosy purple tubular flowers,i101462,Port Jackson heath|Epacris purpurascens,Q65942827|Q15376759,Q65942827,2,Lysinema purpurascens,Lysinema,species of plant
11672827-n,large Australian tree with straight-grained yellow wood that turns brown on exposure,i98601,brown pine|Rockingham podocarp|Podocarpus elatus,Q65943052|Q2504953,Q65943052,2,Margbensonia elata,Margbensonia,
11652305-n,Arizona timber tree with bluish silvery foliage,i98497,Arizona cypress|Cupressus arizonica,Q65944113|Q670040,Q65944113,2,Neocupressus arizonica,Neocupressus,
11651610-n,small sometimes shrubby tree native to California; often used as an ornamental; in some classification systems includes the pygmy cypress and the Santa Cruz cypress,i98494,gowen cypress|Cupressus goveniana,Q65944114|Q287544,Q65944114,2,Neocupressus goveniana,Neocupressus,
11652827-n,tall spreading evergreen found in Mexico having drooping branches; believed to have been introduced into Portugal from Goa,i98500,Mexican cypress|cedar of Goa|Portuguese cypress|Cupressus lusitanica,Q65944116|Q1308561,Q65944116,2,Neocupressus lusitanica,Neocupressus,
11652618-n,tall California cypress endemic on Monterey Bay; widely used for ornament as well as reforestation and shelterbelt planting,i98499,Monterey cypress|Cupressus macrocarpa,Q65944117|Q1137183,Q65944117,2,Neocupressus macrocarpa,Neocupressus,
12918101-n,North American nightshade with prickly foliage and racemose yellow flowers,i104548,buffalo bur|Solanum rostratum,Q65944342|Q1788430,Q65944342,2,Nycterium rostratum,Nycterium,species of plant
12151454-n,"tall North American reed having relative wide leaves and large plumelike panicles; widely distributed in moist areas; used for mats, screens and arrow shafts",i100902,ditch reed|common reed|carrizo|Phragmites communis,Q55934019|Q65945348,Q65945348,2,Phragmites communis,Phragmites,
12646431-n,climbing evergreen shrub with white flowers and red berries; often used as ground cover,i103233,Cotoneaster dammeri,Q65946889|Q159655,Q65946889,2,Pyrus dammeri,Pyrus,species of plant
12646584-n,deciduous flat-growing shrub with a fanned herringbone pattern and having reddish flowers and orange-red berries; used as a ground cover,i103234,Cotoneaster horizontalis,Q65946893|Q159650,Q65946893,2,Pyrus horizontalis,Pyrus,species of plant
11915239-n,Eurasian plant widely cultivated for its edible pungent root usually eaten raw,i99758,radish|Raphanus sativus,Q65956553|Q7224565,Q65956553,2,Raphanus raphanistrum subsp. sativus,Raphanus raphanistrum,
12357103-n,medium-sized swamp gum of New South Wales and Victoria,i101863,mountain swamp gum|Eucalyptus camphora,Q66115606|Q12839325,Q66115606,2,Eucalyptus ovata var. camphora,Eucalyptus ovata,
12239806-n,shrub with pungent rigid needle-shaped leaves and white flowers; eastern Australia,i101296,needlebush|needle-bush|needle bush|Hakea lissosperma,Q66116230|Q18079936,Q66116230,2,Hakea tenuifolia var. lissosperma,Hakea tenuifolia,
02321960-n,a sea urchin that can be eaten,i47737,edible sea urchin|Echinus esculentus,Q124657158|Q664443,Q664443,2,Echinus esculentus,Echinus,species of echinoderm
11652305-n,Arizona timber tree with bluish silvery foliage,i98497,Arizona cypress|Cupressus arizonica,Q65944113|Q670040,Q670040,2,Cupressus arizonica,Cupressus,species of plant
12038322-n,western American goldenrod with long narrow clusters of small yellow flowers,i100361,narrow goldenrod|Solidago spathulata,Q67197476|Q15567522,Q67197476,2,Solidago simplex var. spathulata,Solidago simplex,
11778320-n,tropical American thorny shrub or small tree; fragrant yellow flowers used in making perfumery,i99108,huisache|cassie|mimosa bush|sweet wattle|sweet acacia|scented wattle|flame tree|Acacia farnesiana,Q67453964|Q932729,Q67453964,2,Mimosa pedunculata (Willd.) Poir. (1810).,Mimosa,species of plant
13022126-n,coarse edible mushroom with a hollow stem and a broad white cap,i105065,horse mushroom|Agaricus arvensis,Q108691770|Q690801,Q690801,2,Agaricus arvensis,Agaricus,species of fungus
12277437-n,evergreen with rounded leaves and very fragrant creamy-white flowers; widely distributed in northern parts of Old and New Worlds,i101477,wild lily of the valley|Pyrola rotundifolia,Q38908718|Q692248,Q692248,2,Pyrola rotundifolia,Pyrola,species of plant
11847184-n,South American plant having green to purple or red branches with green to purple ornamental foliage and spikes of insignificant woolly flowers with dry membranous bracts,i99436,beefsteak plant|beef plant|Iresine herbstii|Iresine reticulata,Q69537690|Q310558,Q69537690,2,Iresine diffusa f. herbstii,Iresine diffusa,form of plants
11993428-n,weedy perennial of north temperate regions having woolly foliage and dirty white flowers in a leafy spike,i100145,chafeweed|wood cudweed|Gnaphalium sylvaticum,Q7089517|Q1848151,Q7089517,2,Omalotheca sylvatica,Omalotheca,species of plant
12032580-n,American ragwort with yellow flowers,i100332,butterweed|ragwort|Senecio glabellus,Q7122962|Q15598537,Q7122962,2,Packera glabella,Packera,species of plant
12200685-n,shrubby tree widely distributed along tropical shores; yields a light tough wood used for canoe outriggers and a fiber used for cordage and caulk; often cultivated for ornament,i101141,mahoe|majagua|mahagua|balibago|purau|Hibiscus tiliaceus,Q715899|Q15768656,Q715899,2,Talipariti tiliaceum,Talipariti,synonym of Hibiscus tiliaceus
11954197-n,common much-branched North American perennial with heathlike foliage and small starry white flowers,i99931,heath aster|Aster ericoides,Q7160573|Q21871614,Q7160573,2,Symphyotrichum ericoides,Symphyotrichum,Species of flowering plant in family Asteraceae
12009556-n,fall-blooming European herb with a yellow flower; naturalized in the United States,i100224,fall dandelion|arnica bud|Leontodon autumnalis,Q43064408|Q717067,Q717067,2,Leontodon autumnalis,Leontodon,species of plant
11670881-n,small shrubby celery pine of New Zealand,i98592,Alpine celery pine|Phyllocladus alpinus,Q33125492|Q7188675,Q7188675,2,Phyllocladus alpinus,Phyllocladus,species of plant
12545138-n,greyish-green shrub of desert regions of southwestern United States and Mexico having sparse foliage and terminal spikes of bluish violet flowers; locally important as source of a light-colored honey of excellent flavor,i102742,smoke tree|Dalea spinosa,Q7256142|Q39169915,Q7256142,2,Psorothamnus spinosus,Psorothamnus,species of plant
13236156-n,large Australasian evergreen fern with an edible rhizome sometimes used as a vegetable by indigenous people,i106092,potato fern|Marattia salicina,Q7257082|Q27828610,Q7257082,2,Ptisana salicina,Ptisana,species of fern
01643847-n,wide-ranging light-brown frog of moist North American woodlands especially spruce,i43937,wood-frog|wood frog|Rana sylvatica|Lithobates sylvaticus,Q4666317|Q72725,Q72725,2,Rana sylvatica,Rana,species of amphibian
13082231-n,a jelly fungus with a fruiting body 5-15 cm broad and gelatinous in consistency; resembles a bunch of leaf lettuce; mostly water and brownish in color,i105358,Tremella foliacea,Q73413492|Q882168,Q73413492,2,Phaeotremella foliacea,Phaeotremella,species of fungus
02609381-n,a blue and yellow damselfish of Bermuda and Florida and the West Indies,i49408,beaugregory|Pomacentrus leucostictus,Q738910|Q106410671,Q738910,2,Stegastes leucostictus,Stegastes,species of fish
13076709-n,a poisonous fungus with a dingy yellow cap and orange red undersurface and a cylindrical reticulate stalk,i105330,Boletus luridus,Q752494|Q41597775,Q752494,2,Suillellus luridus,Suillellus,species of fungus
01571533-n,yellow-throated American wood warbler,i43519,yellow warbler|golden warbler|yellowbird|Dendroica petechia,Q21962227|Q754042,Q754042,2,Dendroica petechia,Dendroica,species of bird
01458102-n,confined to rivers,i42951,ten-spined stickleback|Gasterosteus pungitius,Q754894|Q109538522,Q754894,2,ninespine stickleback,Pungitius,species of fish
12352172-n,Australian tree with sour red fruit,i101837,sour cherry|Eugenia corynantha,Q7663973|Q39286715,Q7663973,2,Syzygium corynanthum,Syzygium,species of plant
11667145-n,Australian conifer bearing two-inch seeds tasting like roasted chestnuts; among the aborigines the tree is hereditary property protected by law,i98572,bunya bunya|bunya bunya tree|Araucaria bidwillii,Q65934672|Q782275,Q782275,2,Araucaria bidwillii,Araucaria sect. Araucaria,species of conifer
13244486-n,"a variety of club moss, with the common names Creeping Jenny or Northern Running-pine (Lycopodium complanatum)",i106135,ground cedar|staghorn moss|Lycopodium complanatum,Q787930|Q21976241,Q787930,2,Diphasiastrum complanatum,Diphasiastrum,species of plant
12269811-n,small branching blueberry common in marshy areas of the eastern United States having greenish or yellowish unpalatable berries reputedly eaten by deer,i101440,deerberry|squaw huckleberry|Vaccinium stamineum,Q15386677|Q7907970,Q7907970,2,Vaccinium stamineum,Vaccinium,species of plant
11976001-n,annual of Mediterranean to Portugal having hairy stems and minutely spiny-toothed leaves and large heads of yellow flowers,i100058,blessed thistle|sweet sultan|Cnicus benedictus,Q792835|Q15548577,Q792835,2,Centaurea benedicta,Centaurea,species of Asteraceae in the genus Centaurea
12435777-n,similar to blue flag; the eastern United States,i102243,southern blue flag|Iris virginica,Q92937551|Q7934335,Q7934335,2,Virginia Iris,Iris,species of plant
13036269-n,fungus causing pink disease in citrus and coffee and rubber trees etc,i105138,pink disease fungus|Corticium salmonicolor,Q7982506|Q59548727,Q7982506,2,Phanerochaete salmonicolor,Phanerochaete,species of fungus
12017629-n,herb of northeastern North America having drooping clusters of yellowish-white flowers; sometimes placed in genus Prenanthes,i100264,white lettuce|cankerweed|Nabalus alba|Prenanthes alba,Q41778118|Q7995681,Q7995681,2,White rattlesnake root,Prenanthes,species of plant
12622566-n,annual with broadly ovate leaves and slender drooping spikes of crimson flowers; southeastern Asia and Australia; naturalized in North America,i103112,prince's-feather|princess feather|kiss-me-over-the-garden-gate|prince's-plume|Polygonum orientale,Q164344|Q80352483,Q80352483,2,Polygonum orientale,Polygonum,species of plant
